Entity,relation,Newnode
桑椹菌核病,防治药物,70％甲基硫菌灵(甲基托布津)可湿性粉剂1000倍液
桑椹菌核病,防治药物,50％多菌灵可湿性粉剂800―1000倍液
桑污叶病,分布区域,辽宁
桑污叶病,分布区域,台湾
桑污叶病,分布区域,云南
桑污叶病,为害部位,叶片
桑污叶病,为害部位,较老的桑叶背面
桑污叶病,病原学名,Sirosporiummori(H.&amp;P．Syb．)M．B．Ellis＝ClasterosporiummoriH.P.Syd.
桑污叶病,病原中文名,桑旋孢霉
桑污叶病,病原属性,半知菌亚门真菌
桑污叶病,防治药物,70％代森锰锌可湿性粉剂500倍液
桑污叶病,防治药物,65％代森锌可湿性粉剂600倍液
桑污叶病,防治药物,65％甲霉灵可湿性粉剂1000倍液
桑污叶病,防治药物,50％多霉灵可湿性粉剂800倍液
桑炭疽病,分布区域,华东、西南植桑区
桑炭疽病,分布区域,江苏
桑炭疽病,分布区域,浙江
桑炭疽病,为害部位,枝条中下部叶片
桑炭疽病,病原学名,ColletotrichummorifoliumHara
桑炭疽病,病原中文名,桑炭疽菌
桑炭疽病,病原属性,半知菌亚门真菌。
桑炭疽病,防治药物,波美4°～5°石硫合剂
桑炭疽病,防治药物,25％多菌灵可湿性粉剂800倍液
桑炭疽病,防治药物,70％托布津可湿性粉剂l000倍液
桑炭疽病,防治药物,50％多菌灵可湿性粉剂1000倍液
桑炭疽病,防治药物,25％炭特灵可湿性粉剂500倍液
桑炭疽病,防治药物,50％苯菌灵可湿性粉剂1500倍液
桑炭疽病,防治药物,80％炭疽福美可湿性粉剂600倍液
桑炭疽病,防治药物,80％大生M一45可湿性粉剂500倍液
桑炭疽病,防治药物,80％喷克可湿性粉剂600倍液
桑白绢病,为害部位,苗木
桑白绢病,为害部位,插条
桑白绢病,为害部位,幼苗
桑白绢病,为害部位,茎部表皮
桑白绢病,病原学名,SclerotiumrolfsiiSacc.
桑白绢病,病原中文名,齐整小核菌
桑白绢病,病原属性,半知菌亚门真菌
桑白绢病,病原学名,Atheliarolf-sii(Curzi)Tu.&amp;Kimbrough．
桑白绢病,病原中文名,罗耳阿太菌
桑白绢病,病原属性,担子菌亚门真菌
桑白绢病,防治药物,50％多菌灵可湿性粉剂500倍液
桑白绢病,防治药物,36％甲基硫菌灵悬浮剂600倍液
桑紫纹羽病,别名,霉根
桑紫纹羽病,别名,泥龙
桑紫纹羽病,别名,烂蒲头
桑紫纹羽病,为害部位,幼嫩根系
桑紫纹羽病,病原学名,HelicobasidiummompaTanaka
桑紫纹羽病,病原中文名,桑卷担子菌
桑紫纹羽病,病原属性,担子菌亚门真菌
桑紫纹羽病,防治药物,0.3％漂白粉
桑紫纹羽病,防治药物,96％硫酸铜液
桑紫纹羽病,防治药物,25％多菌灵可湿性粉剂500倍液
桑紫纹羽病,防治药物,43％福尔马林液
桑紫纹羽病,防治药物,50％多苗灵可湿性粉剂
桑细茵性青枯病,别名,枯萎病
桑细茵性青枯病,别名,细菌枯萎病
桑细茵性青枯病,别名,瘟桑
桑细茵性青枯病,分布区域,广东
桑细茵性青枯病,为害部位,上部或中部叶片
桑细茵性青枯病,病原学名,Pseudomonassolanacearum(Smith)Smith
桑细茵性青枯病,病原中文名,青枯假单胞杆菌
桑细茵性青枯病,病原属性,细菌
桑细茵性青枯病,防治药物,农用硫酸链霉素可溶性粉剂4000倍液
桑细茵性青枯病,防治药物,14％络氨铜水剂350倍液
桑细茵性青枯病,防治药物,50％琥胶肥酸铜可湿性粉剂500倍液
桑细茵性青枯病,防治药物,30％绿得保悬浮剂400倍液
桑细茵性青枯病,防治药物,77％可杀得可湿性微粒粉剂500倍液
桑花叶卷叶病,别名,桑花叶型萎缩病
桑花叶卷叶病,别名,花叶卷缩病
桑花叶卷叶病,为害部位,桑叶
桑花叶卷叶病,病原学名,MyMV
桑花叶卷叶病,病原中文名,一种线状病毒
桑花叶病,为害部位,叶片
桑花叶病,病原学名,Ｍulberryringspotvirus
桑花叶病,分布区域,广东
桑褐斑病,别名,烂叶病
桑褐斑病,别名,烂斑病
桑褐斑病,别名,焦斑病
桑褐斑病,分布区域,全国各植桑区
桑褐斑病,为害部位,桑叶
桑褐斑病,病原学名,SeptogloeummoriBriosietCavara
桑褐斑病,病原中文名,桑粘隔孢
桑褐斑病,病原属性,半知菌亚门真菌
桑褐斑病,防治药物,50％甲基硫菌灵悬浮剂900倍液
桑褐斑病,防治药物,70%托布津可湿性粉剂1000倍液
桑褐斑病,防治药物,50％苯菌灵可湿性粉剂1500倍液
桑褐斑病,防治药物,0．6％一0．7％的波尔多液
桑褐斑病,防治药物,波美4°一5°石灰硫磺合剂
桑赤锈病,别名,赤粉病
桑赤锈病,别名,金桑
桑赤锈病,别名,金叶
桑赤锈病,分布区域,全国各植桑区
桑赤锈病,为害部位,嫩芽
桑赤锈病,为害部位,幼叶
桑赤锈病,为害部位,新梢
桑赤锈病,为害部位,花格
桑赤锈病,病原学名,Aecidiummori(Barclay)
桑赤锈病,病原中文名,桑锈孢锈菌
桑赤锈病,病原属性,担子菌亚门真菌
桑赤锈病,防治药物,25％三唑酮可湿性粉剂1000倍液
桑赤锈病,防治药物,20％百科乳油3000倍液
桑赤锈病,防治药物,12．5％三pj醇(经锈宁)可湿性粉剂2000倍液
桑赤锈病,防治药物,40％拌种灵可湿性粉剂300倍液
桑赤锈病,防治药物,20％萎锈灵乳油400倍液
桑赤锈病,防治药物,70％代森锰锌500倍液
桑赤锈病,防治药物,40％灭病威(多・硫胶悬剂)600倍液
桑黄化型萎缩病,别名,萎缩病
桑黄化型萎缩病,别名,癃桑
桑黄化型萎缩病,别名,猫耳朵
桑黄化型萎缩病,别名,塔桑
桑黄化型萎缩病,分布区域,全国各植桑区
桑黄化型萎缩病,为害部位,桑叶
桑黄化型萎缩病,病原学名,Mycoplasmalikeorganism
桑黄化型萎缩病,病原中文名,类菌原体
桑黄化型萎缩病,防治药物,氮磷钾肥
桑黄化型萎缩病,防治药物,80％敌敌畏乳油
桑黄化型萎缩病,防治药物,50％马拉硫磷乳油1500倍混合液
桑黄化型萎缩病,防治药物,90％晶体敌百虫3000倍液
桑黄化型萎缩病,防治药物,90％晶体敌百虫2000倍液
棉花三点盲蝽,学名,AdelphocorisfasciaticollisReuter
棉花三点盲蝽,异名,A．taeniophorusReuter
棉花三点盲蝽,属目,半翅目
棉花三点盲蝽,属科,盲蝽科
棉花三点盲蝽,分布区域,黑龙江
棉花三点盲蝽,分布区域,内蒙古
棉花三点盲蝽,分布区域,新疆
棉花三点盲蝽,分布区域,江苏
棉花三点盲蝽,分布区域,安徽
棉花三点盲蝽,分布区域,江西
棉花三点盲蝽,分布区域,湖北
棉花三点盲蝽,分布区域,四川
棉花三点盲蝽,分布区域,北方棉区
棉花三点盲蝽,寄主,棉花
棉花三点盲蝽,寄主,芝麻
棉花三点盲蝽,寄主,大豆
棉花三点盲蝽,寄主,玉米
棉花三点盲蝽,寄主,高粱
棉花三点盲蝽,寄主,小麦
棉花三点盲蝽,寄主,番茄
棉花三点盲蝽,寄主,苜蓿
棉花三点盲蝽,寄主,马铃薯
棉花三点盲蝽,为害部位,子叶
棉花三点盲蝽,为害部位,顶芽
棉花三点盲蝽,寄主,棉花
棉花三点盲蝽,防治药物,50%甲胺磷乳油
棉花三点盲蝽,防治药物,50%甲基对硫磷1500倍液
棉花三点盲蝽,寄主,棉花
棉花三点盲蝽,防治药物,40%久效磷乳油
棉花三点盲蝽,防治药物,50%甲胺磷药液
棉花三点盲蝽,防治药物,35%赛丹乳油
棉花三点盲蝽,防治药物,10%吡虫啉可湿性粉剂
棉花三点盲蝽,防治药物,10%除尽乳油
棉花三点盲蝽,防治药物,20%灭多威乳油2000倍液
棉花三点盲蝽,防治药物,5%抑太保乳油
棉花三点盲蝽,防治药物,25%广克威乳油2000倍液
棉花三点盲蝽,防治药物,50%甲基对硫磷1500倍液
棉花三点盲蝽,防治药物,25%硫双威乳油1500倍液
棉花三点盲蝽,防治药物,5.7%百树菊酯乳油2000倍液
棉花三点盲蝽,防治药物,43%新百灵乳油(辛·氟氯氰乳油)1500倍液
棉花中华弧丽金龟,学名,PopilliaquadriguttataFabr．
棉花中华弧丽金龟,属目,鞘翅目
棉花中华弧丽金龟,属科,丽金龟科
棉花中华弧丽金龟,别名,四纹丽金龟
棉花中华弧丽金龟,别名,豆金龟子
棉花中华弧丽金龟,别名,四斑丽金龟
棉花中华弧丽金龟,分布区域,黑龙江
棉花中华弧丽金龟,分布区域,吉林
棉花中华弧丽金龟,分布区域,辽宁
棉花中华弧丽金龟,分布区域,内蒙古
棉花中华弧丽金龟,分布区域,宁夏
棉花中华弧丽金龟,分布区域,甘肃
棉花中华弧丽金龟,分布区域,陕西
棉花中华弧丽金龟,分布区域,河北
棉花中华弧丽金龟,分布区域,河南
棉花中华弧丽金龟,分布区域,山东
棉花中黑盲蝽,学名,AdelphocorissuturalisJackson
棉花中黑盲蝽,属目,半翅目
棉花中黑盲蝽,属科,盲蝽科
棉花中黑盲蝽,分布区域,长江流域
棉花中黑盲蝽,寄主,棉花
棉花中黑盲蝽,寄主,甜菜
棉花中黑盲蝽,寄主,大豆
棉花中黑盲蝽,寄主,胡萝卜
棉花中黑盲蝽,寄主,马铃薯
棉花中黑盲蝽,寄主,大麦
棉花中黑盲蝽,寄主,小麦
棉花中黑盲蝽,寄主,杞柳
棉花中黑盲蝽,寄主,聚合草
棉花中黑盲蝽,寄主,黄花
棉花中黑盲蝽,寄主,苜蓿
棉花中黑盲蝽,为害部位,子叶
棉花中黑盲蝽,为害部位,顶芽
棉花中黑盲蝽,分布区域,长江流域
棉花中黑盲蝽,寄主,苜蓿
棉花中黑盲蝽,防治药物,50%甲胺磷乳油
棉花中黑盲蝽,防治药物,50%甲基对硫磷1500倍液
棉花中黑盲蝽,寄主,棉花
棉花中黑盲蝽,防治药物,40%久效磷乳油
棉花中黑盲蝽,防治药物,50%甲胺磷药液
棉花中黑盲蝽,防治方法相同,棉蚜
棉花中黑盲蝽,防治药物,35%赛丹乳油
棉花中黑盲蝽,防治药物,10%吡虫啉可湿性粉剂
棉花中黑盲蝽,防治药物,10%除尽乳油
棉花中黑盲蝽,防治药物,20%灭多威乳油2000倍液
棉花中黑盲蝽,防治药物,5%抑太保乳油
棉花中黑盲蝽,防治药物,25%广克威乳油2000倍液
棉花中黑盲蝽,防治药物,50%甲基对硫磷1500倍液
棉花中黑盲蝽,防治药物,25%硫双威乳油1500倍液
棉花中黑盲蝽,防治药物,5.7%百树菊酯乳油2000倍液
棉花中黑盲蝽,防治药物,43%新百灵乳油(辛·氟氯氰乳油)1500倍液
棉花二斑叶螨,学名,TetranychusurticaeKoch
棉花二斑叶螨,属目,蜱螨目
棉花二斑叶螨,属科,叶螨科
棉花二斑叶螨,别名,棉叶螨
棉花二斑叶螨,别名,棉红蜘蛛
棉花二斑叶螨,别名,普通叶燃
棉花二斑叶螨,寄主,棉花
棉花二斑叶螨,寄主,玉米
棉花二斑叶螨,寄主,高粱
棉花二斑叶螨,寄主,豆类
棉花二斑叶螨,寄主,果树
棉花二斑叶螨,天敌,深点食螨瓢虫
棉花二斑叶螨,天敌,小花蝽
棉花二斑叶螨,天敌,六点蓟马
棉花二斑叶螨,天敌,草蛉
棉花二斑叶螨,防治药物,毒杀芬
棉花二斑叶螨,防治药物,三氯杀螨砜
棉花二斑叶螨,防治药物,三氯杀螨醇
棉花二斑叶螨,防治药物,1605
棉花二斑叶螨,防治药物,1059
棉花二斑叶螨,防治药物,乐果
棉花二斑叶螨,防治药物,马拉松
棉花二斑叶螨,防治药物,三硫磷
棉花二斑叶螨,防治药物,亚胺敌敌畏
棉花二斑叶螨,防治药物,苏化203
棉花二斑叶螨,防治药物,磷胺
棉花二斑叶螨,防治药物,甲拌磷
棉花二斑叶螨,防治药物,久效磷
棉花二斑叶螨,防治药物,杀螨丹
棉花二斑叶螨,防治药物,伏杀磷
棉花二斑叶螨,防治药物,杀虫脒
棉花二斑叶螨,防治药物,石硫合剂
棉花二斑叶螨,防治药物,土农药
棉花二斑叶螨,防治药物,野生植物制成土农药
棉花二斑叶螨,防治药物,小苦艾
棉花二斑叶螨,防治药物,小当归
棉花二斑叶螨,防治药物,土荆介
棉花二斑叶螨,防治药物,天南星
棉花二斑叶螨,防治药物,苦楝
棉花二斑叶螨,防治药物,苦参
棉花二斑叶螨,防治药物,皂角
棉花二斑叶螨,防治药物,百部根
棉花二斑叶螨,防治药物,土花椒
棉花二斑叶螨,防治药物,黄花蒿
棉花二斑叶螨,防治药物,大戟
棉花刺线虫病,为害部位,根部的表皮及皮层细胞
棉花刺线虫病,病原学名,Be10nolaimus10ngicaudatusRau
棉花刺线虫病,病原中文名,长尾刺线虫
棉花刺线虫病,病原属性,植物寄生性线虫
棉花刺线虫病,防治药物,3%的呋喃丹颗粒剂4-5kg
棉花刺线虫病,防治药物,80%二溴氯丙烷
棉花刺线虫病,防治药物,3%呋喃丹颗粒剂4-5KG
棉花刺线虫病,防治药物,80%二溴氯丙烷5KG
棉花刺线虫病,防治药物,10%克线丹
棉花刺线虫病,防治药物,1.8%爱福丁乳油
棉花刺线虫病,防治药物,1.8%爱福丁乳油1000倍液
棉花土耳其斯坦叶螨,学名,TetranychusturkestaniUgarovetNiko1ski
棉花土耳其斯坦叶螨,属目,蜱螨目
棉花土耳其斯坦叶螨,属科,叶螨科
棉花土耳其斯坦叶螨,分布区域,新疆
棉花土耳其斯坦叶螨,分布区域,中东
棉花土耳其斯坦叶螨,分布区域,苏联
棉花土耳其斯坦叶螨,分布区域,美国
棉花土耳其斯坦叶螨,寄主,棉花
棉花土耳其斯坦叶螨,寄主,高粱
棉花土耳其斯坦叶螨,寄主,草莓
棉花土耳其斯坦叶螨,寄主,豆类
棉花土耳其斯坦叶螨,寄主,玉米
棉花土耳其斯坦叶螨,寄主,马铃薯
棉花土耳其斯坦叶螨,寄主,荠菜
棉花土耳其斯坦叶螨,寄主,茄子
棉花土耳其斯坦叶螨,寄主,蕹菜
棉花土耳其斯坦叶螨,寄主,旋花
棉花土耳其斯坦叶螨,寄主,萝卜
棉花土耳其斯坦叶螨,寄主,白菜
棉花土耳其斯坦叶螨,寄主,黄瓜
棉花土耳其斯坦叶螨,寄主,苹果
棉花土耳其斯坦叶螨,寄主,葡萄
棉花土耳其斯坦叶螨,寄主,啤酒花
棉花土耳其斯坦叶螨,为害部位,叶背
棉花土耳其斯坦叶螨,防治药物,25%抗螨23(N23)乳油500-600倍液
棉花土耳其斯坦叶螨,防治药物,73%克螨特乳油1000-2000倍液
棉花土耳其斯坦叶螨,防治药物,25%灭螨猛可湿性粉剂1000-1500倍液
棉花土耳其斯坦叶螨,防治药物,20%灭扫利乳油2000倍液
棉花土耳其斯坦叶螨,防治药物,2，5%天王星乳油3000倍液
棉花土耳其斯坦叶螨,防治药物,5%尼索朗乳油2000倍液
棉花土耳其斯坦叶螨,防治药物,20%双甲脒乳油1000-1500倍液
棉花土耳其斯坦叶螨,防治药物,1．8%爱福丁(BA-1)乳油抗生素杀虫杀螨剂5000倍液
棉花土耳其斯坦叶螨,防治药物,10%吡虫啉可湿性粉剂1500倍液
棉花土耳其斯坦叶螨,防治药物,15%哒螨灵(扫螨净、牵牛星)乳油2500倍液
棉花土耳其斯坦叶螨,天敌,腾岛螨
棉花土耳其斯坦叶螨,天敌,巨须螨
棉花大蓑娥,学名,ClaniavariegataSnellen
棉花大蓑娥,属目,鳞翅目
棉花大蓑娥,属科,蓑蛾科
棉花大蓑娥,别名,大袋蛾
棉花大蓑娥,别名,大窠蓑蛾
棉花大蓑娥,异名,CryptotheleavariegataSnellen
棉花大蓑娥,异名,CryptotheleaformosicolaStrand
棉花大蓑娥,分布区域,黄河流域及以南地区
棉花大蓑娥,寄主,棉花
棉花大蓑娥,寄主,桑树
棉花大蓑娥,寄主,茶树
棉花大蓑娥,寄主,甘蓝
棉花大蓑娥,寄主,白菜
棉花大蓑娥,寄主,果树
棉花大蓑娥,为害部位,上部叶片
棉花大蓑娥,为害部位,嫩头
棉花大蓑娥,防治药物,50％马拉硫磷乳油
棉花大蓑娥,防治药物,90％晶体敌百虫1000倍液
棉花大蓑娥,防治药物,20％灭多威乳油
棉花大蓑娥,防治药物,25％广克威
棉花大蓑娥,防治药物,40％新辛乳油1500倍液
棉花大蓑娥,防治药物,5％来福灵乳油2500倍液
棉花大造桥虫,学名,Ascotisselenaria(SchiffermulleretDenis)
棉花大造桥虫,属目,鳞翅目
棉花大造桥虫,属科,尺蛾科
棉花大造桥虫,分布区域,全国各地
棉花大造桥虫,寄主,棉花
棉花大造桥虫,寄主,柑桔
棉花大造桥虫,为害部位,芽叶
棉花大造桥虫,为害部位,嫩茎
棉花大造桥虫,寄主,棉花
棉花大造桥虫,寄主,豆类
棉花大造桥虫,防治方法相同,棉小造桥虫
棉花大造桥虫,防治药物,敌敌畏
棉花大造桥虫,防治药物,马拉硫磷
棉花大造桥虫,防治药物,50%辛氰乳油1500～2000倍液
棉花大造桥虫,防治药物,20%甲氰菊酯乳油1500倍液
棉花大造桥虫,防治药物,40%菊马乳油2000倍液
棉花大造桥虫,防治药物,100亿活芽孢/克苏云金杆菌可湿性粉剂500～1000倍液
棉花小绿叶蝉,学名,Empoascaflavescens(Fab．)
棉花小绿叶蝉,属目,同翅目
棉花小绿叶蝉,属科,叶蝉科
棉花小绿叶蝉,别名,桃叶蝉
棉花小绿叶蝉,别名,桃小浮尘子
棉花小绿叶蝉,别名,桃小叶蝉
棉花小绿叶蝉,别名,桃小绿叶蝉
棉花小绿叶蝉,分布区域,全国各地
棉花小绿叶蝉,寄主,棉花
棉花小绿叶蝉,寄主,茄子
棉花小绿叶蝉,寄主,菜豆
棉花小绿叶蝉,寄主,十字花科蔬菜
棉花小绿叶蝉,寄主,马铃薯
棉花小绿叶蝉,寄主,甜菜
棉花小绿叶蝉,寄主,水稻
棉花小绿叶蝉,寄主,樱桃
棉花小绿叶蝉,寄主,葡萄
棉花小绿叶蝉,防治药物,20％叶蝉散(灭扑威)乳油800倍液
棉花小绿叶蝉,防治药物,25％速灭威可湿性粉剂600―800倍液
棉花小绿叶蝉,防治药物,20％害扑威乳油400倍液
棉花小绿叶蝉,防治药物,50％马拉硫磷乳油1500―2000倍液
棉花小绿叶蝉,防治药物,20％菊・马乳油2000倍液
棉花小绿叶蝉,防治药物,2．5％敌杀死或功夫乳油
棉花小绿叶蝉,防治药物,50％抗蚜威超微可湿性粉剂3000―4000倍液
棉花小绿叶蝉,防治药物,10％吡虫啉可湿性粉剂2500倍液
棉花小绿叶蝉,防治药物,20％扑虱灵乳油1000倍液
棉花小绿叶蝉,防治药物,40％杀扑磷乳油1500倍液
棉花小绿叶蝉,防治药物,2．5％保得乳油2000倍液
棉花小绿叶蝉,防治药物,35％赛丹乳油2000一3000倍液
棉花弧丽金龟,学名,PopilliamutansNewman
棉花弧丽金龟,属目,鞘翅目
棉花弧丽金龟,属科,丽金龟科
棉花弧丽金龟,别名,豆蓝丽金龟
棉花弧丽金龟,别名,无斑弧丽金龟
棉花弧丽金龟,分布区域,全国各地
棉花弧丽金龟,寄主,棉花
棉花弧丽金龟,寄主,玉米
棉花弧丽金龟,寄主,高粱
棉花弧丽金龟,寄主,大豆
棉花弧丽金龟,寄主,月季
棉花弧丽金龟,寄主,黑梅
棉花弧丽金龟,寄主,玫瑰
棉花弧丽金龟,寄主,芍药
棉花弧丽金龟,寄主,合欢
棉花弧丽金龟,寄主,板栗
棉花弧丽金龟,寄主,苹果
棉花弧丽金龟,寄主,弥猴桃
棉花弧丽金龟,为害部位,嫩叶
棉花弧丽金龟,防治药物,50%辛硫磷乳油1500倍液
棉花弧丽金龟,防治药物,10%吡虫淋可湿性粉剂1500倍液
棉花弧丽金龟,防治药物,50%辛硫磷乳油
棉花弧丽金龟,防治药物,2%甲基异柳磷粉
棉花弧丽金龟,防治药物,3%甲基异柳磷颗粒剂
棉花弧丽金龟,防治药物,3%吠哺丹颗粒剂
棉花弧丽金龟,防治药物,5%辛硫磷颗粒剂
棉花弧丽金龟,防治药物,5%地亚农颗粒剂
棉花弧丽金龟,防治药物,50%辛硫磷
棉花弧丽金龟,防治药物,50%对硫磷
棉花弧丽金龟,防治药物,20%异柳磷药剂
棉花弧丽金龟,防治药物,25%辛硫磷胶囊剂
棉花弧丽金龟,防治药物,25%对硫磷胶囊剂
棉花弧丽金龟,防治药物,35%克百威种衣剂
棉花朱砂叶螨,学名,Tetranychuscinnabarinus(Boisduval)
棉花朱砂叶螨,属目,蜱螨目
棉花朱砂叶螨,属科,叶螨科
棉花朱砂叶螨,别名,红叶螨
棉花朱砂叶螨,别名,棉红蜘蛛
棉花朱砂叶螨,分布区域,北京
棉花朱砂叶螨,分布区域,山东
棉花朱砂叶螨,分布区域,河北
棉花朱砂叶螨,分布区域,内蒙古
棉花朱砂叶螨,分布区域,甘肃
棉花朱砂叶螨,分布区域,陕西
棉花朱砂叶螨,分布区域,河南
棉花朱砂叶螨,分布区域,江苏
棉花朱砂叶螨,分布区域,台湾
棉花朱砂叶螨,分布区域,广东
棉花朱砂叶螨,分布区域,广西
棉花朱砂叶螨,寄主,棉花
棉花朱砂叶螨,寄主,玉米
棉花朱砂叶螨,寄主,高粱
棉花朱砂叶螨,寄主,向日葵
棉花朱砂叶螨,寄主,桑树
棉花朱砂叶螨,寄主,甘薯
棉花朱砂叶螨,寄主,豆类
棉花朱砂叶螨,寄主,瓜类
棉花朱砂叶螨,寄主,茄子
棉花朱砂叶螨,为害部位,棉叶背面
棉花朱砂叶螨,为害部位,棉叶正面
棉花朱砂叶螨,分布区域,山东
棉花朱砂叶螨,分布区域,河南
棉花朱砂叶螨,天敌,草蛉
棉花朱砂叶螨,天敌,食虫熔类
棉花朱砂叶螨,天敌,六点蓟马
棉花朱砂叶螨,天敌,捕食螨
棉花朱砂叶螨,防治药物,5％涕灭威
棉花朱砂叶螨,防治药物,3%呋喃丹
棉花朱砂叶螨,防治药物,5％甲拌磷颗粒剂
棉花朱砂叶螨,防治药物,20％三氯杀螨醇1500倍液
棉花朱砂叶螨,防治药物,20％三氯杀螨砜800倍液
棉花朱砂叶螨,防治药物,50％久效磷乳油1500倍液
棉花朱砂叶螨,防治药物,10％浏阳霉素乳油1000倍液
棉花朱砂叶螨,防治药物,44％多虫清乳油
棉花朱砂叶螨,防治药物,73％克螨特乳油3000倍液
棉花朱砂叶螨,防治药物,5％卡死克乳油1500倍液
棉花朱砂叶螨,防治药物,20％速螨酮乳油3000倍液
棉花朱砂叶螨,防治药物,50％硫悬浮剂300倍液
棉花朱砂叶螨,防治药物,15％哒螨灵(扫螨净、牵牛星)乳油2500倍液
棉花朱砂叶螨,防治药物,10％吡虫啉可湿性粉剂2500倍液
棉花朱砂叶螨,防治药物,10％除尽乳油2000倍液
棉花朱砂叶螨,防治药物,1．8％爱福丁(BA一1)乳油抗生素杀虫杀螨剂5000倍液
棉花朱砂叶螨,防治药物,80％敌敌畏乳油
棉花朱砂叶螨,防治药物,20％三氯杀螨矾
棉花枯萎病,别名,半边黄
棉花枯萎病,别名,金金黄
棉花枯萎病,别名,萎蔫病
棉花枯萎病,为害部位,叶片
棉花枯萎病,病原学名,Fusariumoxysporumf.sp.vesinfectum(Atk.)SnyderetHansen
棉花枯萎病,病原中文名,尖孢镰刀菌萎蔫专化型
棉花枯萎病,病原属性,半知菌亚门真菌
棉花枯萎病,防治药物,50%棉降可湿性粉剂140g
棉花枯萎病,防治药物,棉隆原粉70g
棉花枯萎病,防治药物,含氮16%农用氨水
棉花枯萎病,防治药物,0.2%抗菌剂402药液
棉花枯萎病,防治药物,55-60℃温汤
棉花枯萎病,防治药物,50%多菌灵胶悬剂
棉花根结线虫病,病原学名,Me10idogyneincognita(KofoidetWhite)Chitwood
棉花根结线虫病,病原中文名,南方根结线虫4号小种
棉花根结线虫病,病原学名,M，.arenaria(Neal)Chitwood
棉花根结线虫病,病原中文名,花生根结线虫
棉花根结线虫病,病原学名,M.acroneaCoetzee
棉花根结线虫病,病原中文名,高粱根结线虫
棉花根结线虫病,病原学名,M.javanica(Treub.)Chitwood
棉花根结线虫病,病原中文名,爪哇根结线虫
棉花根结线虫病,分布区域,浙江
棉花根结线虫病,防治药物,3%呋喃丹颗粒剂4-5kg
棉花根结线虫病,防治药物,80%二溴氯丙烷5kg
棉花根结线虫病,防治药物,10%克线丹
棉花根结线虫病,防治药物,1.8%爱福丁乳油
棉花根结线虫病,防治药物,1.8%爱福丁乳油1000倍液
棉花棉二点红蝽,学名,Dysdercuscingulatus(Fabricius)
棉花棉二点红蝽,属目,半翅目
棉花棉二点红蝽,属科,红蝽科
棉花棉二点红蝽,别名,离斑棉红蝽
棉花棉二点红蝽,别名,二点星红蝽
棉花棉二点红蝽,分布区域,湖北
棉花棉二点红蝽,分布区域,福建
棉花棉二点红蝽,分布区域,广东
棉花棉二点红蝽,分布区域,广西
棉花棉二点红蝽,分布区域,云南
棉花棉二点红蝽,分布区域,海南
棉花棉二点红蝽,分布区域,台湾
棉花棉二点红蝽,寄主,锦葵科植物
棉花棉二点红蝽,寄主,甘蔗
棉花棉二点红蝽,寄主,玉米
棉花棉二点红蝽,寄主,灯笼果
棉花棉二点红蝽,寄主,土烟叶
棉花棉二点红蝽,为害部位,发育中的棉籽
棉花棉二点红蝽,天敌,寄蝇
棉花棉二点红蝽,天敌,猎熔
棉花棉二点红蝽,天敌,食虫红蝽
棉花棉二点红蝽,天敌,鸟类
棉花棉二点红蝽,防治药物,90％晶体敌百虫900―1000倍液
棉花棉双斜卷娥,学名,Clepsis(Sic10bola)strigana(Hubner)
棉花棉双斜卷娥,属目,鳞翅目
棉花棉双斜卷娥,属科,卷蛾科
棉花棉双斜卷娥,分布区域,东北
棉花棉双斜卷娥,分布区域,华北
棉花棉双斜卷娥,分布区域,西南
棉花棉双斜卷娥,寄主,棉花
棉花棉双斜卷娥,寄主,草莓
棉花棉双斜卷娥,寄主,大豆
棉花棉双斜卷娥,寄主,首蒋
棉花棉双斜卷娥,寄主,洋麻
棉花棉双斜卷娥,寄主,大麻
棉花棉双斜卷娥,寄主,韭花
棉花棉双斜卷娥,为害部位,顶梢嫩叶
棉花棉双斜卷娥,为害部位,筒中
棉花棉双斜卷娥,为害部位,花蕾
棉花棉双斜卷娥,为害部位,果梗
棉花棉双斜卷娥,为害部位,叶片
棉花棉双斜卷娥,分布区域,江苏
棉花棉双斜卷娥,分布区域,吉林蚊河
棉花棉双斜卷娥,天敌,茧蜂
棉花棉双斜卷娥,防治药物,50％杀螟松可湿性粉剂l000一1500倍液
棉花棉双斜卷娥,防治药物,25％爱卡士乳油1500倍液
棉花棉双斜卷娥,防治药物,16％顺丰3号乳油1500倍液
棉花棉双斜卷娥,防治药物,50％辛琉磷乳油1000倍液
棉花棉大卷叶螟,学名,SyleptaderogataFabricius
棉花棉大卷叶螟,属目,鳞翅目
棉花棉大卷叶螟,属科,螟蛾科
棉花棉大卷叶螟,别名,棉卷叶螟
棉花棉大卷叶螟,别名,棉大卷叶虫
棉花棉大卷叶螟,别名,包叶虫
棉花棉大卷叶螟,别名,棉野螟蛾
棉花棉大卷叶螟,别名,棉卷叶野螟
棉花棉大卷叶螟,寄主,棉花
棉花棉大卷叶螟,寄主,苋菜
棉花棉大卷叶螟,寄主,蜀葵
棉花棉大卷叶螟,寄主,黄蜀葵
棉花棉大卷叶螟,寄主,苘麻
棉花棉大卷叶螟,寄主,芙蓉
棉花棉大卷叶螟,寄主,木棉
棉花棉大卷叶螟,为害部位,棉铃内苞叶
棉花棉大卷叶螟,为害部位,嫩蕾
棉花棉大卷叶螟,天敌,卷叶虫绒茧蜂
棉花棉大卷叶螟,天敌,小造桥虫绒茧蜂
