title,lable
称卷叶病,newNode
20％菊·马乳油3000倍液,newNode
各种谷物,newNode
药用植物酸橙溃疡病,newNode
棉小卵象,newNode
AscochytamollerianaWint.,newNode
干燥块根,newNode
65％代森锌,newNode
Dysmicoccusboninsis(Kuwana),newNode
向日葵细菌性茎腐病,newNode
灭杀毙(21％增效氰?马乳油),newNode
5％辛硫磷颗粒剂,newNode
2.5％敌百虫粉加细土1比1混合,newNode
叶斑病,newNode
长毛蜗,newNode
旋花,newNode
地下嫩茎,newNode
20％三氯杀螨矾,newNode
高粱立枯病,newNode
高粱缺素症,newNode
50％甲胺磷乳油,newNode
豆类豆秆黑潜蝇,newNode
5％3911颗粒剂,newNode
花生青枯病,newNode
宁夏甘肃,newNode
40％甲基异柳磷乳油100ml,newNode
落花生小光壳,newNode
0.2%的硫酸锌,newNode
50％乐果乳油各250倍液,newNode
95％绿亨l号(恶霉灵)精品4000倍液,newNode
生长点芽苞,newNode
20％速灭杀丁,newNode
SphaerodermaapicaleBaly,newNode
桑树芽枯病,newNode
微红绒茧蜂,newNode
桑尺蠖黑卵蜂,newNode
牛毛草,newNode
枝端幼嫩叶,newNode
尖孢镰刀菌烟草专化型,newNode
50％农利灵可湿性粉剂1000倍液,newNode
活血止血、清肝明日,newNode
莲纹夜盗蛾,newNode
50％代森铵水剂1000倍液,newNode
40％甲醛300倍液,newNode
Cercosporaeriobotryae(Enjojii)Saw．,newNode
芝麻荚螟,newNode
马铃薯立枯丝核菌病,newNode
冷草,newNode
我国南方广东及河南等省,newNode
C.rolfiiCurzi(Saccardo),newNode
72％杜邦克露可湿性粉剂600一700倍液,newNode
Xanthomonascampestrispv.holcicola(Elliott)Dye，,newNode
EriococcuslagerostroemiaeKuwana,newNode
15%三唑醇(羟锈宁)可湿性粉剂1000倍液,newNode
甜菜霜霉病,newNode
北方稻区,newNode
肉食瓢虫,newNode
70%甲基硫菌灵可湿性粉剂800-1000倍液,newNode
20％甲?氰菊酯乳油2000倍液,newNode
5％锐劲特乳油1000倍液,newNode
芝麻公,newNode
白毒蛾,newNode
20％扑虱灵乳油,newNode
棉花棉根蚜,newNode
黑座假尾孢,newNode
0.3％一0.5％氯化钙水溶液,newNode
0．1敌鼠钠盐毒饵,newNode
白纹铜花金龟,newNode
牛膝,newNode
72％杜邦克露可湿性粉剂1000倍液,newNode
瓜类单囊壳白粉菌,newNode
烟草尾孢,newNode
棉花中黑盲蝽,newNode
25％抗蜗23乳油500倍液,newNode
12.5%烯唑醇(速保利)可湿性粉剂,newNode
我国各稻区,newNode
华北地区,newNode
窗虹,newNode
40%拌种双粉剂,newNode
40%灭病威悬浮剂600倍液,newNode
0.5%灭蚜松,newNode
下霜,newNode
50％灭蚜松乳油4000倍液,newNode
SeptobasidiumbogoriensePat.,newNode
小豆壳二孢,newNode
3％苏化203(治螟灵)粉剂,newNode
40%大富丹,newNode
CercosporaabelmoschiEll.etEv.,newNode
茶树根癌病,newNode
H.cana(Macq.),newNode
水稻二化螟,newNode
20％三陛磷乳油,newNode
20％高氯,newNode
95％巴丹可溶性粉剂,newNode
1%-2%的尿素液,newNode
58%甲霜灵锰锌可湿性粉剂1000倍液,newNode
M.moriMiyake,newNode
斑蛾科,newNode
Dilophosporaalopecuri(Fr.)Fr.,newNode
红肿病,newNode
15%三唑醇(羟锈宁)可湿性粉剂2000倍液,newNode
波美1°―3°石硫合剂,newNode
25%施保克乳油3000倍液,newNode
50%倍硫磷乳油1000倍液,newNode
嫩梢芽叶,newNode
10％天王星乳油4000―5000倍液,newNode
药用植物三七叶腐病,newNode
DolerustriticiChu.,newNode
EuproctisscintillansWalker,newNode
Mamestrabrassicae(L．),newNode
棉花二斑叶螨,newNode
止血、止痢,newNode
真菌药材,newNode
Brachycolusnoxius,newNode
广东南部,newNode
花生焦斑病,newNode
20%三唑酮(粉锈宁)乳油50ml,newNode
花卉,newNode
三裂叶藤,newNode
65％甲霉灵可湿性粉剂1000倍液,newNode
50％硫悬浮剂,newNode
臭椿(樗),newNode
SeptoriachrysanthemellaSacc.,newNode
药用植物荸荠秆枯病,newNode
含氮16%农用氨水,newNode
43％辛?氟氯氰乳油1500倍液,newNode
58%甲霜灵?锰锌可湿性粉剂700倍液,newNode
苋菜,newNode
一种交链孢,newNode
丝核菌,newNode
Riceraggedstuntvirus,newNode
干枯病,newNode
垦易微生物有机肥500倍液,newNode
黄斑步甲,newNode
条锈病,newNode
新植霉素,newNode
网蝽科,newNode
40％乐果乳油250ml,newNode
根节部,newNode
马铃薯病毒病,newNode
根冠,newNode
西西南地区,newNode
2．5％敌杀死乳油,newNode
18％高渗氧乐果乳油1500倍液,newNode
稻墨黑穗病,newNode
MeloidogyneincognitaChitwood,newNode
露地豌豆,newNode
补骨脂,newNode
20%叶枯宁1300倍液,newNode
40%富士一号乳油1000倍液,newNode
小麦棒杆菌,newNode
核果尾孢霉,newNode
25%杀虫脒乳油400倍液,newNode
菜豆,newNode
PotatovirusX,newNode
20％甲基立枯磷乳油1000―1200倍液,newNode
粘土柴油乳剂,newNode
我国大部分省区,newNode
绿豆菌核病,newNode
地锦,newNode
50％甲基1605乳油1000倍液,newNode
豌豆褐斑病,newNode
Spilosomaurticae(Esper),newNode
大豆顶枯病,newNode
豌豆象,newNode
新条基部,newNode
40%灭病威胶悬剂200ml,newNode
膜翅目,newNode
沟渠,newNode
苍耳,newNode
基部叶鞘,newNode
药用植物山茱萸炭疽病,newNode
香蒲科多年生沼生草本植物,newNode
秋幕毛虫,newNode
甘菜黄脉坏死病毒,newNode
真叶,newNode
燥湿清热、止泻、止血,newNode
72%杜邦克露,newNode
25％杀虫双水剂500倍液,newNode
50％甲基1605乳油1000―1500倍液,newNode
尖孢镰刀菌豌豆专化型,newNode
苜蓿蚜,newNode
0.3%磷酸二氢钾水溶液,newNode
鳃金龟科,newNode
ChaetocnemahortensisGeoff,newNode
3％苏力菌(每克含300亿孢子)1500倍液,newNode
25%敌力脱乳油2000—4000倍液,newNode
20％扑虱灵可湿性粉剂1500倍液,newNode
摈榔,newNode
80％敌敌畏乳油10oo倍液,newNode
25％速灭威可湿性粉剂600倍液,newNode
四川重庆,newNode
抗菌剂402对水300一400倍液,newNode
20％杀灭菊酯,newNode
樗蚕,newNode
金翅夜蛾绒茧蜂,newNode
药用植物君达菜果脚病,newNode
Anaphothripsobscurus(Muller),newNode
留种株花,newNode
敌克松,newNode
通草粉虱,newNode
CercosporasojinaHara,newNode
40％乐果乳油1200倍液,newNode
紫荆,newNode
60％琥?乙磷铝(百菌通)可湿性粉剂500倍液,newNode
MycosphaerellastrychnorisS.M.LinetP．K．Chi,newNode
春叶,newNode
40%甲基异柳磷乳油,newNode
泽兰,newNode
puccinialactucae-denticulataeDiet．,newNode
PucciniahelianthiXchw.,newNode
短额负蝗,newNode
玉米毛球腔菌,newNode
FusariummoniliformeSheld．,newNode
1％硫酸铜液,newNode
玛纳斯,newNode
桑条虫,newNode
5％杀虫畏粉剂,newNode
C.australisProdr.,newNode
营养器官,newNode
25%多菌灵可湿性粉剂500倍液,newNode
AnomalacorpulentaMotschulsky,newNode
棉花棉田斜纹夜蛾,newNode
氰戊菊酯乳油,newNode
50%辛硫磷乳油1000倍液,newNode
Sweetpotat01atentvirus,newNode
50％多菌灵可湿性粉剂800―1000倍液,newNode
Paragleneafortunei(Saunders),newNode
桔根天牛,newNode
苎麻炭疽菌,newNode
棉小卷娥,newNode
玉米盐酸害,newNode
雪腐镰孢,newNode
Fusariμmspp.,newNode
30％绿得保悬浮剂300—400倍液,newNode
Ca10ptiliatheivora(Walsingham),newNode
NeocapnodiμmtheaeHara,newNode
桑树桑叶瘿蚊,newNode
芦苇,newNode
Sogatellafurcifera(Horv6th),newNode
T.myopaeformes,newNode
CuculliafraternaButler,newNode
P.nigraSawada,newNode
玉米苗期立枯丝核茵根腐病,newNode
薄荷茎,newNode
月佳,newNode
ClaniaminusculaButler,newNode
AscochytachrysanthemiF．L．Stev．,newNode
新疆伊宁,newNode
40%杜邦福星乳油8000倍液,newNode
?药用植物玫瑰、月季黑斑病,newNode
药用植物白芍叶霉病,newNode
PotatovirusM,newNode
HeteroderaavenaeWoll．,newNode
70%叶枯净(杀枯净)胶悬剂,newNode
玉米叶夜蛾,newNode
80%强氯精300倍液,newNode
白条鼠,newNode
巢内,newNode
Liriomyzabrassicae(Riley),newNode
桔二叉蚜,newNode
蔷薇双壳,newNode
北、东、南三个方位基本至国境线,newNode
药用植物吊兰炭疽病,newNode
SitophiluszeamaisMotschulsky,newNode
20%敌唑酮可湿性粉剂,newNode
40％福星乳油8000一9000倍液,newNode
Rhizoctoniasolanikuhn,newNode
小当归,newNode
20％菊马乳油1500倍液,newNode
保丰收,newNode
斯氏细菌枯萎病,newNode
绵虫,newNode
小绿叶蝉,newNode
1%硫酸亚铁溶液,newNode
SclerotiniatrifoliorumErikss.,newNode
甘肃以东的南、北各省区,newNode
桑蓟马,newNode
豌豆霜霉病,newNode
50%琥胶肥酸铜(DT)可湿性粉剂500倍液,newNode
塔桑,newNode
30%绿得保胶悬剂400—500倍液,newNode
荣菜,newNode
40％新辛乳油1500倍液,newNode
台湾蓟马,newNode
麦冬,newNode
1％中性洗衣粉,newNode
小麦禾谷胞囊线虫病,newNode
含笑,newNode
禾谷类作物,newNode
玉米穗发芽,newNode
咖啡两点蟋,newNode
80%喷克可湿性粉剂,newNode
华北蝼蛄,newNode
40%乐果乳油,newNode
SclerotiniaminorJagger,newNode
叶穗部,newNode
小麦蠕孢叶斑病,newNode
3％米乐尔颗粒剂1.25―1.5kg,newNode
Rizoctoniasp.,newNode
20％三氯杀螨砜可湿性粉剂,newNode
豌豆芽枯病,newNode
粟(谷子)黑粉病,newNode
20％杀灭菊酯乳油20。o倍液,newNode
猝倒病,newNode
SeptoriaaraliaeEll.etEv.,newNode
1000倍的50%二嗪磷乳油水液,newNode
红蝽科,newNode
AscochytaphaseolorumSacc.,newNode
粟穗螟,newNode
50％甲胺磷,newNode
PoratriozasinicaYangetLi,newNode
山药,newNode
桑尺蠖脊腹茧蜂,newNode
蚜虫,newNode
水稻霜霉病,newNode
塘边,newNode
茶叶象甲,newNode
油菜小猿叶虫,newNode
豆类斑背安缘蝽,newNode
5％敌百虫粉15份,newNode
斑点病,newNode
56％靠山水分散微颗粒剂800倍液,newNode
甘蔗扁角飞虱,newNode
白灯蛾,newNode
20％菊?杀乳油1000倍液,newNode
米象金小蜂,newNode
35%阿普隆（甲霜灵）,newNode
叩头虫科,newNode
20%甲氯菊酯乳油2000~2500倍液,newNode
50％辛硫磷乳油900倍液,newNode
药用植物害虫山楂叶螨,newNode
15%粉锈宁可湿性粉剂800-1000倍液,newNode
苗蚜2000倍液,newNode
药用植物害虫大青叶蝉,newNode
铁锈病,newNode
?茶树茶橙瘿螨,newNode
银星天牛,newNode
8％保棉丹乳油80ml,newNode
CercosporaoryzaeMiyake=C.janseanaMiyake,newNode
TetranychuscinnabarinusBoisduval,newNode
云木香,newNode
粟黑穗病,newNode
A.tenuissimaWiltsh,newNode
苦买菜,newNode
广灭灵水剂100-200mg/kg,newNode
拟步甲科,newNode
菜心野螟,newNode
叶肉,newNode
0．6％苦参烟碱1000倍液,newNode
40％氧化乐果乳油1000倍液,newNode
PhytometraagnataStaudinger,newNode
东格鲁球状病毒,newNode
25％爱卡士乳油800倍液,newNode
河滩湿地,newNode
Anguinatritici(Steinbuch)Chitwood,newNode
广大腿蜂及步甲,newNode
花生普通花叶病,newNode
50%速克灵,newNode
15％铁灭克颗粒剂,newNode
黄麻夜蛾,newNode
富氏葡萄孢盘菌,newNode
B．t．乳剂,newNode
波美4°～5°石硫合剂,newNode
10％氯氰菊酯乳油4000倍液,newNode
35％硫丹乳油1000倍液,newNode
制碱工业的废料,newNode
AtractomorphasinensisI.Boliva,newNode
50％扑海因可湿性粉剂1500倍液,newNode
西葫芦黄花叶病毒,newNode
万寿竹锈孢锈菌,newNode
烟草缺素症,newNode
药用植物百合叶枯病,newNode
四川东部、南部地区,newNode
空心菜,newNode
5％杀虫畏药土,newNode
Magnaporthegrisea9Hebert)Barrnov.,newNode
茶树,newNode
徒长病,newNode
尖锥额野螟,newNode
屈恩柄锈菌,newNode
69％安克?锰锌可湿性粉剂800倍液,newNode
50％杀螟松或马拉硫磷乳油,newNode
20％灭多威,newNode
95％巴丹可溶性粉3000倍液,newNode
80％敌敌畏乳油1500倍液,newNode
Sphaerothecafuliginea(Schlecht．)Po11．,newNode
50%辛硫磷乳油1500倍液,newNode
花生叶斑病,newNode
磷酸二氢钾水溶液,newNode
ColletotrichumgloeosporioidesPenz。,newNode
64%杀毒矾M8可湿性粉剂400-600倍液,newNode
40%多菌灵可湿粉,newNode
鞭毛菌门真菌,newNode
280倍液40%福尔马林,newNode
CercosporapolygonaceaE11。,newNode
甘草,newNode
草蚜,newNode
0．12％天力Ⅱ号可湿性粉剂1000―l500倍液,newNode
速灭杀丁,newNode
银蓝灰蝶,newNode
B?t乳剂,newNode
SympiezomiasvelatusChevrolat,newNode
Pyrrhiaaconiti,newNode
蔗芽,newNode
2.5%溴氰菊酯乳油2000倍,newNode
幼苗基部,newNode
Pythiumsp.,newNode
Caunindaundata;Noctusundata；Ophiusamayeri;O.subaenscens;O.velata;Phalaenaarchesia;Remigiajugalis;R.pellita,newNode
大孢链格孢,newNode
国、内外燕麦种植区,newNode
15%三唑酮(粉锈宁)可湿性粉剂,newNode
子实体,newNode
Doassansiopsishoriana(P，Henn．)Shen,newNode
2%叶蝉散粉剂,newNode
大隆,newNode
三环唑,newNode
10％氯氰菊酯乳油3000倍液,newNode
灭幼酮,newNode
20％康福多(吡虫啉)浓可溶剂,newNode
50%多?霉威可湿性粉剂1000倍液,newNode
蠋蝽,newNode
宽叶独行菜,newNode
50％多霉威可湿性粉剂1000倍液,newNode
半知菌亚门真蓖,newNode
茶树茶尺蠖,newNode
雨湿铃,newNode
颖壳内壁幼嫩表面,newNode
棕夜黄毒蛾,newNode
药用植物荔枝霜疫病,newNode
elminthosporiumvictoriaeMechanetMurphy,newNode
0．1％―0．2％硫酸亚铁水溶液,newNode
P.vulnusAllenetJense,newNode
黑蠢虫,newNode
油茶,newNode
Tetanopssp.,newNode
叩甲科,newNode
5％卡死克乳油1500倍液,newNode
50％马拉硫磷1000倍液,newNode
3％呋喃丹,newNode
部分旱作物,newNode
玉米叶夜蛾(甜菜夜蛾),newNode
F.semitectumBerk.etRav.,newNode
油菜白斑病,newNode
药用植物落葵紫斑病,newNode
五氯拌种双,newNode
葵螟,newNode
Xanthomonasphaseoli(Smith)Dowson,newNode
雄蕊,newNode
缘蝽科,newNode
KabatiellazeaeNaritaetHiratsuka,newNode
蓖麻尾孢,newNode
二氯乙烯,newNode
Phytophthorainfestans(Mont.)deBary,newNode
15%三唑酮可湿性粉剂1500-2000倍液,newNode
下位叶,newNode
20％毒克星可湿性粉剂500倍液,newNode
茶半跗线螨,newNode
MelanconiumoblongumBerk,newNode
木薯,newNode
75％百菌清可湿性粉剂500倍液,newNode
BipolariscarbonumWilson,newNode
Sphacelothecareiliana(Kuhn)C1int．,newNode
燕麦镰抱,newNode
苘麻轴霜霉,newNode
ProagoperthalucidulaFaldermann,newNode
早疫病,newNode
OchseenchimercataurellaSchrank,newNode
豆类豆叶东潜蝇,newNode
Bipolarissorokiniana(Sacc.exSorok.)Shoem.,newNode
樟树,newNode
BemisiamyricaeKuwana.,newNode
苦荬菜,newNode
长江附近,newNode
臭七,newNode
马铃薯枯萎病,newNode
油汗,newNode
小麦细菌性条斑病,newNode
72%农用硫酸链霉素可溶性粉剂3000-4000倍液,newNode
茶枝黑痣病,newNode
Gnomoniaulmea(Sacc.)Thum.,newNode
黑蛹有刺粉虱,newNode
我国南、北方,newNode
玉米叶鞘紫班病,newNode
90％敌百虫晶体800―1000倍液,newNode
Pseudomonassyringaepv.helianthi(Kawamura)Youngetal.,newNode
炭色长蠕孢菌,newNode
72.2％普力克(霜霉威)水剂400倍液,newNode
PratylenchusscribnerisSteiner．,newNode
开始发霉的粮食,newNode
A.rosaerosae(Linne.),newNode
午时沙土鼠,newNode
燕麦镰孢蚕豆专化型,newNode
秦岭以南,newNode
ErysiphecichoracearumDC.,newNode
串红,newNode
紫菀,newNode
Ixerischinensis(Thunb．)Nakai,newNode
长江流域和华南棉区,newNode
天南星,newNode
5％锐劲特悬浮剂2500倍液,newNode
水稻台湾稻螟,newNode
甘薯枯萎病,newNode
万年青,newNode
准北麦区,newNode
SclerosporasacchariShiraietHara,newNode
番薯鸠,newNode
25％多菌灵可湿性粉剂250倍液,newNode
马铃薯x病毒,newNode
甘薯大龟甲,newNode
细辛,newNode
清热解毒，散结消肿,newNode
50％杀螟腈乳油,newNode
粟(谷子)细菌性条斑病,newNode
近地面叶柄处,newNode
甲胺磷,newNode
荞麦白霉病,newNode
77％可杀得可湿性微粒粉剂500一600倍液,newNode
牡丹,newNode
Thoseasinenisi(Walker),newNode
58%甲霜灵?锰锌可湿性粉剂800―1000倍液,newNode
20%粉锈宁乳油,newNode
茶树茶木蛾,newNode
CatagelaadjurellaWalk,newNode
65％代森锌可湿性粉剂600倍液,newNode
根腐丝囊霉,newNode
1．8％爱福丁(BA-1)乳油抗生素杀虫杀螨剂5000倍液,newNode
茶树地衣和苔藓,newNode
幼苗嫩叶,newNode
菜蚜茧蜂,newNode
黑点银纹夜蛾,newNode
1％的对硫磷乳油颗粒剂,newNode
?茶树茶红螨,newNode
地上部各部位,newNode
甜菜草地螟,newNode
Alternariaalternata(Fr．)Keissl．,newNode
粉蝶金小蜂,newNode
糖醋盆,newNode
Sphacelothecadestruens(Schl.)Stevens.etA.G.Johns.,newNode
50％杀螟松乳油,newNode
沈阳,newNode
Calacaruscarinatus(Green),newNode
50％乙酰甲胺磷乳油,newNode
20％双甲脒乳油1000―1500倍液,newNode
硝态氮,newNode
40％多·硫悬浮剂,newNode
地蚕,newNode
90％万灵可湿性粉剂3000一4000倍液,newNode
30%菲醌可湿性粉剂,newNode
0.6％无名霸(苦参烟碱醇液)10oo倍液,newNode
甘薯肖叶甲,newNode
药菊花,newNode
21％灭杀毙(增效氰?马乳油)4000倍液,newNode
烟草甲,newNode
FrankliniellaformosaeMoulton,newNode
葫芦科白粉菌,newNode
豆类蔬菜作物,newNode
松针,newNode
叶原体,newNode
泊菜,newNode
新加坡,newNode
碎粮粒,newNode
甘蔗绵蚜,newNode
蛴赠乳状杆菌,newNode
Melanaphissacchari(Zehntner),newNode
30%绿得保悬浮剂300倍液,newNode
70%甲基硫菌灵可湿性粉剂500-600倍液,newNode
敌马粉剂,newNode
50%甲基硫菌灵可湿性粉剂500倍液,newNode
90％杀螟丹可溶性粉剂,newNode
丙酸,newNode
药用植物贝母灰霉病,newNode
甘蔗赤眼蜂,newNode
药用植物泡桐根结线虫病,newNode
宜翅目,newNode
红叶茎枯病,newNode
AtractomorphasinensisBoliva,newNode
40%三乙膦酸铝可湿性粉剂200倍液,newNode
0．2％硫酸铜液,newNode
叶灼病,newNode
烟草脉带病,newNode
70％甲基托布津(甲基硫菌灵)可湿性粉剂900―1000倍液,newNode
球茎茵香,newNode
PhakopsoraartemisiaeHirat.,newNode
ThaiarebiginosaKuoh,newNode
宣肺祛痰、排脓消肿、利咽止痛,newNode
墨西哥,newNode
中国菟丝子,newNode
嫩根,newNode
40%拌种双可湿性粉剂0.1kg,newNode
Phytophthoracactorum(LetCohn)Schrot．,newNode
瑞典麦秆蝇,newNode
南方小钩丝壳,newNode
40%百菌清悬浮剂500倍液,newNode
50%灭蚜松乳油1000―1500倍液,newNode
反枝苋,newNode
桑树枣尺蠖,newNode
药用植物藜霜霉病,newNode
甲基异柳磷水溶性颗粒剂,newNode
芹菜生壳针孢,newNode
大老鼠,newNode
50%甲霜灵?硫磺可湿性粉剂500倍液,newNode
Xy10trechuschinensisChevrolat,newNode
5%来福灵乳油2500倍液,newNode
棉隆原粉70g,newNode
M.phaseoli(Maubl.)Ashby,newNode
柳圆叶甲,newNode
15%三唑醇(百坦、羟锈宁),newNode
苎麻夜蛾,newNode
茎叶,newNode
10%克线磷200g,newNode
麦吃蚤,newNode
亚膜茎点霉,newNode
70％甲基硫茵灵(甲基托布津)可湿性粉剂500倍液,newNode
Uromycesappendiculatus(Pers.)Ung.,newNode
赤腹茧蜂,newNode
温室栽培植物,newNode
1000倍的40%乐果乳油水液,newNode
40％福星乳油8000倍液,newNode
Tetranychuscinnabarinus(Boisduval),newNode
5406抗生菌肥料,newNode
桂花,newNode
北方茶园,newNode
80％聚乙醛可湿性粉剂(Metaldehyde),newNode
20%甲基立枯磷乳油1200倍液,newNode
50％扑海因,newNode
FusariumgraminearumSchw.,newNode
粉粮,newNode
40％灭抗铃乳油1000倍液,newNode
青叶蝉,newNode
73％克螨特乳油3000倍液,newNode
清热利咽、化痰利尿,newNode
砂藤,newNode
45％丙?辛乳油,newNode
剥芽虫,newNode
甲冰碘液,newNode
拉拉藤,newNode
水稻条纹病毒组(或称柔线病毒组)病毒,newNode
白菜猿叶甲,newNode
姬蜂,newNode
荞麦钩翅娥,newNode
澳洲赤眼蜂,newNode
40％异稻瘟净乳油,newNode
1．8％爱比菌素4000倍液,newNode
桐尺蠖,newNode
糠麦夫,newNode
1∶1∶160倍式波尔多液,newNode
50%甲基立枯磷可湿性粉剂1000倍液,newNode
黑肩绿盲蝽,newNode
玉蜀黍赤霉,newNode
根带,newNode
车轴草核盘菌,newNode
丁香假单胞菌条纹致病变种,newNode
苍术,newNode
三唑酮或噻菌灵,newNode
30％氧氯化铜悬浮剂800倍液,newNode
末成熟的绿色果实,newNode
50％巴丹水溶剂1000倍液,newNode
10％天王星乳油6000―8000倍液,newNode
50％多·霉威(多霉灵)可湿性粉剂1000倍液,newNode
桑褐斑病,newNode
72％霜腮锰锌(克抗灵)可湿性粉剂800―1000倍液,newNode
柳星天牛,newNode
72%克露可湿性粉剂900倍液,newNode
3％1605颗粒剂,newNode
白霉病,newNode
70％甲基硫菌灵可湿性粉剂800—1000倍液,newNode
70%甲基托布津可湿性粉剂0.5kg,newNode
47％加瑞农可湿性粉剂700一800倍液,newNode
螟娥科,newNode
1：1：100波尔多液,newNode
1：2―3：300倍式波尔多液,newNode
75％百菌清可湿性粉剂,newNode
50%复方菌核净1000倍液,newNode
70％代森锰锌干悬粉剂500倍液,newNode
三陛酮乳油,newNode
游草(李氏禾),newNode
中下部老叶片,newNode
Bipolarissorokiniana(Sacc．)Shoemaker,newNode
弓腰虫,newNode
甘薯茎螟,newNode
楠竹,newNode
胞囊线虫属,newNode
广东,newNode
油菜黄单胞菌锦葵致病变种(棉角斑病黄单胞菌),newNode
"Pseudomonassyringaepv.glycinea(Coerper)Young,Dye&amp;Wilkic",newNode
水稻稻粒黑粉病,newNode
尖镰刀菌萎凋病,newNode
50%甲基硫菌灵可湿性粉剂600-700倍液,newNode
松花蚕,newNode
种蝇,newNode
每g含苏云金杆菌孢子100亿的菌粉0.5kg,newNode
20％灭多威乳油1500一2000倍液,newNode
SantalumalbumL．,newNode
我国北部地区,newNode
花生黄花叶病,newNode
20%三唑酮乳油1000倍液,newNode
含油量l0％的柴油乳剂,newNode
长江下游,newNode
烟草环斑病毒病,newNode
80%大富丹可湿性粉剂,newNode
长腿绿蜘蛛,newNode
BotrytiscinereaPersonexFr.,newNode
甜菜田黑绒金龟子,newNode
柽麻,newNode
Glomerellagossypii(Southw.)Edgerton,newNode
50%BAS-3170F1000倍液,newNode
药用植物人参斑枯病,newNode
Liriomyzasativae(Blanchard),newNode
Atheliarolfsii(Curzi)Tu．＆Kimbrough．,newNode
地臭虫,newNode
瓜蓟马,newNode
大麻壳针孢(大麻白星病菌),newNode
Alternariace10siaeTassi,newNode
Xanthomonascampestrispv.hordei(Hagborg)Dye,newNode
2．5％溴氰菊酯乳油4000倍液,newNode
70%代森锰锌可湿性粉剂600倍液,newNode
80%敌敌畏乳油1000倍液,newNode
50％福美双粉剂500―600倍液,newNode
10%醚菊酯乳油,newNode
1：1：150-200倍式波尔多液,newNode
粉痂菌,newNode
甜菜细菌性斑枯病,newNode
Xanthomonasnigromaculans(Takimoto)Dowson,newNode
黑绒金龟子,newNode
霜疫清,newNode
铃壳,newNode
50％辛硫磷乳油1000一1500倍液,newNode
50％琥胶肥酸铜可湿性粉剂500倍液,newNode
40％辛氰乳油,newNode
72％农用硫酸链霉素可溶性粉剂3000倍液,newNode
1．8%爱福丁(BA-1)乳油抗生素杀虫杀螨剂5000倍液,newNode
棉花棉黑蚜,newNode
15%哒螨灵(扫螨净、牵牛星)乳油2500倍液,newNode
白边切夜蛾,newNode
40%克瘟散乳剂1000倍液,newNode
东部,newNode
Contariniasp,newNode
Cercosporidiumpunctum(Lacroix)Deighton,newNode
40％百菌清悬浮剂500倍液,newNode
Pestalotiopsissp．,newNode
2.5%功夫2000—3000倍液,newNode
Sclerotiniasclerotiorum(Libert)deBary,newNode
圆叶牵牛,newNode
Ch10rideadipsaceaL.,newNode
络氨铜,newNode
40％甲丙硫磷乳油,newNode
药用植物牡丹(牡丹皮)疫病,newNode
甜菜黄化病毒,newNode
药用植物牛蒡黑斑病,newNode
AdelphocorislineolatusGoeze,newNode
茶圆赤星病,newNode
花生矮化病毒,newNode
小麦粒线虫病,newNode
黄花草,newNode
促丰宝I型活性液肥400―500倍,newNode
果皮,newNode
大麦黄花叶病,newNode
层出绵霉,newNode
木霉,newNode
棉青盲蝽,newNode
米篙,newNode
40％乙磷铝可湿性粉剂250倍液,newNode
锥象科,newNode
药用植物害虫紫苏粉蚧,newNode
烟草条纹病毒(TSV),newNode
水蓼,newNode
粟芒蝇,newNode
花生田灰地种蝇,newNode
尖镰孢菌,newNode
3%喃丹颗粒剂3kg,newNode
椰圆盾蚧,newNode
H.sigmoideumCav.=N.sigmoidea(Cavara)Hara,newNode
芳香化浊、截疟,newNode
水稻黄叶病,newNode
20％扑虱灵乳油1000倍液,newNode
PhyllotretarivularisMotsch.,newNode
钝唇姬蜂,newNode
F．solani(Mart．)Sacc．,newNode
寄生性种子植物,newNode
AchetabimaculataGeGeer,newNode
棉花叶烧病,newNode
20％三唑酮乳油2000倍液,newNode
粟卵形圆虫,newNode
Caveleriussaccharivorus(Okajima),newNode
5%井冈霉素,newNode
50％琥胶肥酸铜可湿性粉剂400倍液,newNode
水稻稻眼蝶,newNode
5％磷化锌毒饵,newNode
F.oxysporumf．sp．passiflorae,newNode
FusariumoxysporumSchlecht.(Schlecht.),newNode
50%异稻瘟净乳剂500-800倍液,newNode
多种阔叶树,newNode
烟草疫霉,newNode
30％氧乐氰乳油2000倍液,newNode
土拉驴,newNode
50%苯菌灵可湿性粉剂1000倍液,newNode
绵团蚧,newNode
非洲蝼蛄,newNode
白兰花,newNode
10％烯唆醇乳油20g,newNode
半知菌亚门炭疽菌属,newNode
10%吡虫啉可湿性粉剂1500倍液,newNode
80%喷克可湿性粉剂800倍液,newNode
辽宁宽甸,newNode
90％灭多威可湿性粉剂2000倍液,newNode
黑松,newNode
猎熔,newNode
福美双,newNode
(萍)科多年生水生杂草,newNode
小麦梭条斑花叶病毒,newNode
直条跳甲,newNode
麦类核菌,newNode
50％硫磺悬浮剂200倍液,newNode
45％丙·辛乳油1500倍液,newNode
草蓟马,newNode
醒脾、化湿、清暑,newNode
马蹄莲,newNode
油菜菜蝽和云南菜蝽,newNode
向日葵黄萎病,newNode
咖啡短体线虫,newNode
世界各燕麦区,newNode
幼嫩种子,newNode
草玲,newNode
5％尼索朗乳油2000倍液,newNode
Maizedwarfmosaicvirus―B,newNode
棉花棉大卷叶螟,newNode
花生黄化病,newNode
楼蛄,newNode
?药用植物莳萝立枯病,newNode
E．carotovoraf.sp．zeaeSabet,newNode
尖孢镰孢芝麻专化型,newNode
